timestamp,x,y,z
1725257525.973717,-0.04307080805301666,0,0
1725257525.974529,-0.04307080805301666,0,9.765707015991211
1725257526.025652,-0.04307080805301666,0.050847481936216354,9.765707015991211
1725257527.99239,-0.2805584669113159,0.050847481936216354,9.765707015991211
1725257528.040157,-0.2805584669113159,-0.47676992416381836,9.765707015991211
1725257530.020653,-0.2805584669113159,-0.47676992416381836,9.68375301361084
1725257531.034774,1.8562321662902832,-0.47676992416381836,9.68375301361084
1725257532.099272,1.8562321662902832,2.0787646770477295,9.68375301361084
1725257533.049282,1.8562321662902832,2.0787646770477295,10.000204086303711
1725257534.063821,1.3986048698425293,2.0787646770477295,10.000204086303711
1725257534.126459,1.3986048698425293,0.48514479398727417,10.000204086303711
1725257536.082777,1.3986048698425293,0.48514479398727417,10.238289833068848
1725257537.097437,1.679761528968811,0.48514479398727417,10.238289833068848
1725257538.159792,1.679761528968811,0.058624155819416046,10.238289833068848
1725257539.124359,1.679761528968811,0.058624155819416046,11.065010070800781
1725257540.14077,-6.872186660766602,0.058624155819416046,11.065010070800781
1725257540.141693,-6.872186660766602,5.401797294616699,11.065010070800781
1725257542.170735,-6.872186660766602,5.401797294616699,6.128616809844971
1725257543.183305,-6.697510719299316,5.401797294616699,6.128616809844971
1725257543.184231,-6.697510719299316,-1.1174482107162476,6.128616809844971
1725257545.195055,-6.697510719299316,-1.1174482107162476,-4.672584533691406
1725257547.221476,-6.046064376831055,-1.1174482107162476,-4.672584533691406
1725257547.223402,-6.046064376831055,1.755135416984558,-4.672584533691406
1725257549.227956,-6.046064376831055,1.755135416984558,-0.8590233325958252
1725257549.228459,-13.11984634399414,1.755135416984558,-0.8590233325958252
1725257550.278063,-13.11984634399414,0.9044869542121887,-0.8590233325958252
1725257552.274058,-13.11984634399414,0.9044869542121887,-4.562514781951904
1725257552.27605,-6.921239376068115,0.9044869542121887,-4.562514781951904
1725257553.275068,-6.921239376068115,3.7872400283813477,-4.562514781951904
1725257555.286068,-6.921239376068115,3.7872400283813477,3.906282901763916
1725257555.288063,-10.287940979003906,3.7872400283813477,3.906282901763916
1725257557.296551,-10.287940979003906,-11.11884880065918,3.906282901763916
1725257557.298476,-10.287940979003906,-11.11884880065918,7.978867053985596
1725257558.325734,-2.6805596351623535,-11.11884880065918,7.978867053985596
1725257559.322973,-2.6805596351623535,-8.470592498779297,7.978867053985596
1725257560.337073,-2.6805596351623535,-8.470592498779297,2.8899314403533936
1725257561.351608,-3.060420274734497,-8.470592498779297,2.8899314403533936
1725257562.365156,-3.060420274734497,-8.408378601074219,2.8899314403533936
1725257563.379934,-3.060420274734497,-8.408378601074219,6.0610198974609375
1725257564.397065,-3.7190446853637695,-8.408378601074219,6.0610198974609375
1725257565.409442,-3.7190446853637695,-6.50189733505249,6.0610198974609375
1725257566.421381,-3.7190446853637695,-6.50189733505249,8.236095428466797
1725257567.433376,-4.038486480712891,-6.50189733505249,8.236095428466797
1725257568.449768,-4.038486480712891,-8.579465866088867,8.236095428466797
1725257569.452249,-4.038486480712891,-8.579465866088867,3.9667017459869385
1725257570.465597,-3.0173492431640625,-8.579465866088867,3.9667017459869385
1725257571.476333,-3.0173492431640625,-8.3898344039917,3.9667017459869385
1725257572.490336,-3.0173492431640625,-8.3898344039917,5.261219024658203
1725257573.503635,-5.461019515991211,-8.3898344039917,5.261219024658203
1725257574.515856,-5.461019515991211,-9.278767585754395,5.261219024658203
1725257575.517277,-5.461019515991211,-9.278767585754395,6.179464340209961
1725257576.529311,-0.8458628058433533,-9.278767585754395,6.179464340209961
1725257577.524332,-0.8458628058433533,-7.6474609375,6.179464340209961
1725257578.537817,-0.8458628058433533,-7.6474609375,6.927819728851318
1725257580.564962,-3.3924243450164795,-7.6474609375,6.927819728851318
1725257581.577089,-3.3924243450164795,-9.028120040893555,6.927819728851318
1725257582.577157,-3.3924243450164795,-9.028120040893555,6.717251300811768
1725257583.575491,-3.5988051891326904,-9.028120040893555,6.717251300811768
1725257584.577237,-3.5988051891326904,-9.148957252502441,6.717251300811768
1725257585.58143,-3.5988051891326904,-9.148957252502441,5.378467082977295
1725257586.595368,-3.912863254547119,-9.148957252502441,5.378467082977295
1725257587.607912,-3.912863254547119,-10.531410217285156,5.378467082977295
1725257588.623569,-3.912863254547119,-10.531410217285156,9.193224906921387
1725257589.623421,-2.3676979541778564,-10.531410217285156,9.193224906921387
1725257590.61849,-2.3676979541778564,-6.903891563415527,9.193224906921387
1725257591.628827,-2.3676979541778564,-6.903891563415527,6.400800704956055
1725257592.643515,-1.316650629043579,-6.903891563415527,6.400800704956055
1725257593.656705,-1.316650629043579,-6.190830230712891,6.400800704956055
1725257594.670378,-1.316650629043579,-6.190830230712891,7.871190071105957
1725257595.699325,-0.4905286431312561,-6.190830230712891,7.871190071105957
1725257596.714731,-0.4905286431312561,-7.818548202514648,7.871190071105957
1725257597.693461,-0.4905286431312561,-7.818548202514648,6.713063716888428
1725257598.704577,-2.022533416748047,-7.818548202514648,6.713063716888428
1725257599.717366,-2.022533416748047,-9.835697174072266,6.713063716888428
1725257600.719331,-2.022533416748047,-9.835697174072266,7.640881061553955
1725257601.732832,-4.118646144866943,-9.835697174072266,7.640881061553955
1725257602.744001,-4.118646144866943,-4.768895626068115,7.640881061553955
1725257603.759017,-4.118646144866943,-4.768895626068115,5.433502197265625
1725257604.760057,-8.703892707824707,-4.768895626068115,5.433502197265625
1725257605.771277,-8.703892707824707,-10.61815071105957,5.433502197265625
1725257606.785398,-8.703892707824707,-10.61815071105957,6.2913289070129395
1725257607.800489,-6.842276573181152,-10.61815071105957,6.2913289070129395
1725257608.814971,-6.842276573181152,-4.934000492095947,6.2913289070129395
1725257609.829308,-6.842276573181152,-4.934000492095947,9.79681396484375
1725257610.841702,-7.1718878746032715,-4.934000492095947,9.79681396484375
1725257611.875153,-7.1718878746032715,-7.654041290283203,9.79681396484375
1725257612.886542,-7.1718878746032715,-7.654041290283203,5.967101573944092
1725257613.887043,-3.1920254230499268,-7.654041290283203,5.967101573944092
1725257614.912265,-3.1920254230499268,-7.64865779876709,5.967101573944092
1725257615.908696,-3.1920254230499268,-7.64865779876709,5.542375564575195
1725257617.890394,-0.6221339106559753,-7.64865779876709,5.542375564575195
1725257618.903897,-0.6221339106559753,-8.123034477233887,5.542375564575195
1725257619.916211,-0.6221339106559753,-8.123034477233887,4.727619171142578
1725257620.930229,-0.898504912853241,-8.123034477233887,4.727619171142578
1725257621.930282,-0.898504912853241,-9.862018585205078,4.727619171142578
1725257622.93163,-0.898504912853241,-9.862018585205078,2.9724838733673096
